@relation bmwreponses

@attribute IncomeBracket {0,1,2,3,4,5,6,7}
@attribute FirstPurchase numeric
@attribute LastPurchase numeric
@attribute responded {1,0}

@data
0,199810,200509,0
4,200305,200511,1
7,199704,200603,1
3,200010,200508,1
5,199904,200612,0
6,200102,200509,0
3,200401,200509,1
0,200410,200601,1
5,200011,200601,1
5,200501,200603,1
7,199610,200604,1
0,200301,200511,1
1,199706,200507,1
4,200010,200612,1
2,200309,200601,0
4,200001,200512,1
5,200303,200512,1
2,199610,200512,1
2,199702,200602,0
7,200401,200601,0
0,200004,200511,1
0,200001,200601,0
7,199705,200702,1
7,200310,200512,1
7,200503,200603,0
7,199702,200512,1
0,199612,200512,0
7,200104,200509,1
5,200004,200602,1
6,200601,200601,1
4,199812,200601,1
0,200410,200510,0
5,199702,200506,1
0,200409,200603,0
1,200003,200601,1
7,199802,200602,1
5,200009,200511,1
3,200210,200504,0
6,200102,200510,1
7,200302,200602,1
2,200209,200511,0
0,200202,200508,0
0,200509,200509,1
5,199801,200601,1
5,200601,200601,1
3,200503,200602,0
0,199811,200510,1
0,200001,200508,1
5,199911,200601,0
0,199604,200603,1
0,199802,200512,0
5,200001,200512,1
3,200411,200602,1
4,200009,200510,0
6,199910,200601,0
3,199702,200508,1
7,200409,200603,0
1,200010,200512,1
4,199808,200603,1
7,199809,200508,0
0,200410,200512,0
0,200001,200601,0
5,199810,200507,1
6,200002,200511,0
7,200002,200512,0
3,200410,200508,0
3,200002,200509,0
0,200303,200602,1
1,199607,200601,0
6,200401,200504,1
3,200310,200510,1
0,200309,200510,0
3,200202,200602,0
7,200501,200602,1
0,200410,200509,1
2,199704,200601,0
2,200409,200509,1
4,200301,200510,1
0,200109,200702,1
4,200210,200510,1
0,200109,200511,0
4,200503,200603,0
5,199703,200608,1
7,200601,200601,0
6,200109,200512,0
6,200601,200601,0
1,199809,200509,0
0,200102,200510,0
7,200410,200603,0
1,200301,200511,0
5,200101,200511,1
2,199901,200512,0
6,200001,200506,1
5,199702,200505,1
2,200506,200602,0
6,199608,200607,0
4,199609,200603,1
5,200507,200507,1
4,200412,200611,1
2,199609,200607,1
0,200501,200512,0
0,200202,200509,1
2,200403,200512,1
4,199810,200602,1
5,200412,200603,1
6,200502,200601,1
4,200209,200702,1
3,200310,200512,1
0,200212,200701,1
0,200001,200511,0
5,200104,200611,1
0,199609,200511,1
3,199909,200512,0
2,199804,200511,1
4,200507,200512,0
5,200309,200512,0
3,199810,200702,0
3,199608,200603,0
1,200112,200601,0
4,199808,200603,1
6,200103,200603,0
0,200310,200512,0
6,200509,200509,1
6,199610,200602,1
5,200311,200504,0
1,199812,200507,1
0,199911,200512,0
2,200507,200507,1
4,200412,200601,1
0,200403,200506,0
1,200506,200506,0
5,199910,200512,0
0,200310,200602,1
1,199704,200512,0
2,199809,200602,1
1,199705,200603,1
5,200511,200612,1
0,200010,200504,0
2,200507,200507,1
4,200401,200511,0
3,200101,200510,0
1,199608,200612,0
6,199612,200512,1
3,199801,200512,1
0,200501,200511,0
2,200002,200601,1
0,200302,200509,0
0,200102,200506,1
2,199704,200506,0
4,200501,200602,1
2,200104,200512,1
2,199612,200511,0
5,199801,200512,0
4,199905,200601,1
0,200501,200602,0
4,200502,200602,1
5,200502,200603,1
3,200410,200509,1
0,199809,200505,0
5,200403,200602,0
5,200602,200602,1
0,200401,200603,0
5,200209,200512,1
5,200001,200512,0
5,200009,200511,1
0,200501,200601,1
0,199705,200511,1
6,200509,200602,0
4,199809,200601,0
5,200401,200608,1
0,200204,200509,0
5,199608,200603,1
5,200302,200603,0
6,199804,200506,0
5,200105,200601,1
7,199809,200601,0
0,200410,200506,0
2,199611,200603,0
5,200409,200505,0
4,199612,200603,1
0,199910,200512,1
4,200506,200506,1
3,200409,200602,1
0,199801,200511,1
0,200603,200603,0
6,199611,200512,1
5,200506,200511,1
0,200401,200602,1
2,200302,200512,0
5,199909,200507,0
4,200301,200602,0
5,200502,200512,0
1,200102,200601,1
6,199702,200602,1
6,200011,200512,1
3,200503,200511,1
4,200210,200509,0
3,200309,200511,0
2,199701,200506,1
7,200509,200509,0
7,200506,200506,0
4,200601,200601,0
5,200310,200511,0
6,200410,200512,0
0,200301,200603,0
7,200002,200510,1
3,199707,200603,1
0,200309,200511,0
2,200510,200510,1
2,200406,200510,0
2,200103,200510,1
0,200001,200512,1
0,200410,200507,0
3,200102,200602,1
0,200301,200512,1
1,200502,200602,1
5,200403,200508,0
2,200506,200506,0
0,200209,200602,0
7,199902,200511,0
3,200510,200510,0
7,200511,200511,0
1,199809,200511,1
2,199611,200508,1
5,200402,200512,1
2,200602,200602,0
